ANTIBIOTIC,ORGANISM,GENE,LOCATION
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China 
Streptomycin,Mycobacterium tuberculosis ,gidB,Chiang Rai Province in  Thailand 
Streptomycin,Mycobacterium tuberculosis ,gidB,Siberia
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Republic of Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,Chiang Rai Province in  Thailand 
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,Chiang Rai Province in  Thailand 
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Chiang Rai Province in  Thailand 
Streptomycin,Mycobacterium tuberculosis ,gidB,Latvia
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,Siberia
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,Beijing in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,Thailand
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,Beijing in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,Republic of Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,Lisbon in  Portugal
Streptomycin,Mycobacterium tuberculosis ,gidB,New Delhi in  India
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,Chiang Rai Province in  Thailand 
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Sichuan in  China
Streptomycin,Mycobacterium tuberculosis ,gidB,Thailand
Streptomycin,Mycobacterium tuberculosis ,gidB,Thailand
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,South Korea
Streptomycin,Mycobacterium tuberculosis ,gidB,NA
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Mycobacterium tuberculosis complex,gidB,Sierra Leone
Streptomycin,Pseudomonas putida,rpsL,NA
Streptomycin,Pseudomonas putida,rpsL,NA
Streptomycin,Pseudomonas syringae pv. actinidiae,strA,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Saccharopolyspora erythraea,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella enterica Serovar Typhimurium,rpsL,NA
Streptomycin,Salmonella sps.,rpsL,Moscow in Russia
Streptomycin,Salmonella sps.,rpsL,Moscow in Russia
Streptomycin,Staphylococcus aureus,gidB / rsmG,NA
Streptomycin,Staphylococcus aureus,gidB / rsmG,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptococcus pneumoniae,rpsL,NA
Streptomycin,Streptomyces albus,rpsL,NA
Streptomycin,Streptomyces albus,rpsL,NA
Streptomycin,Streptomyces antibioticus,gidB / rsmG,NA
Streptomycin,Streptomyces antibioticus,rpsL,NA
Streptomycin,Streptomyces antibioticus,rpsL,NA
Streptomycin,Streptomyces avermitilis,gidB / rsmG,NA
Streptomycin,Streptomyces avermitilis,gidB / rsmG,NA
Streptomycin,Streptomyces avermitilis,gidB / rsmG,NA
Streptomycin,Streptomyces avermitilis,gidB / rsmG,NA
Streptomycin,Streptomyces avermitilis,gidB / rsmG,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces avermitilis,rpsL,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,gidB / rsmG,NA
Streptomycin,Streptomyces coelicolor,rpsL,NA
Streptomycin,Streptomyces coelicolor,rpsL,NA
Streptomycin /  Paromomycin,Streptomyces coelicolor A3(2),rpsL,NA
Streptomycin,Streptomyces coelicolor A3(2),rpsL,NA
Streptomycin,Streptomyces coelicolor A3(2),rpsL,NA
Streptomycin,Streptomyces coelicolor A3(2),rpsL,NA
Streptomycin,Streptomyces coelicolor A3(2),rpsL,NA
Streptomycin,Streptomyces coelicolor A3(2),rpsL,NA
Streptomycin,Streptomyces erythraea,gidB / rsmG,NA
Streptomycin,Streptomyces erythraea,gidB / rsmG,NA
Streptomycin,Streptomyces erythraea,gidB / rsmG,NA
Streptomycin,Streptomyces erythraea,gidB / rsmG,NA
Streptomycin,Streptomyces globisporus,rpsL,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,gidB / rsmG,NA
Streptomycin,Streptomyces lividans,rpsL,NA
Streptomycin,Streptomyces lividans 66,rpsL,NA
Streptomycin,Streptomyces parvulus,gidB / rsmG,NA
Streptomycin,Streptomyces parvulus,gidB / rsmG,NA
Streptomycin,Streptomyces parvulus,rpsL,NA
Streptomycin,Streptomyces parvulus,rpsL,NA
Streptomycin,Streptomyces viridochromogenes,rpsL,NA
Streptomycin,Streptomyces xiamenensis,rpsL,NA
Streptomycin,Streptomyces xiamenensis,rpsL,NA
Streptomycin,Thermus thermophilus,rpsL,NA
Streptomycin,Thermus thermophilus,rpsL,NA
Streptomycin,Thermus thermophilus,rpsL,NA
Streptomycin,Thermus thermophilus,rpsL,NA
Streptomycin,Veillonella parvula,rpsL,NA
Streptomycin,Xanthomonas oryzae,rpsL,NA
Streptomycin,Xanthomonas oryzae,rpsL,NA
Fluoroquinolone (Ciprofloxacin),Acinetobacter baumannii,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Acinetobacter baumannii,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Acinetobacter baumannii,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Actinotignum schaalii,gyrA,NA
Fluoroquinolone (Ciprofloxacin /  Levofloxacin /  Norfloxacin),Aeromonas veronii,gyrA,Sichuan Province in  China
Fluoroquinolone (Ciprofloxacin),Avian-pathogenic Escherichia coli,gyrA,Egypt
Fluoroquinolone (Ciprofloxacin),Avian-pathogenic Escherichia coli,gyrA,Egypt
Fluoroquinolone,Bacillus anthracis,gyrA,NA
Fluoroquinolone,Bacteroides fragilis,gyrA,Hungary
Fluoroquinolone,Bacteroides fragilis,gyrA,NA
Fluoroquinolone,Bacteroides fragilis,gyrB,NA
Fluoroquinolone (Ciprofloxacin),Bartonella bacilliformis,gyrB,NA
Fluoroquinolone (Ciprofloxacin),Campylobacter coli,gyrB,Switzerland
Fluoroquinolone (Enrofloxacin),Campylobacter coli,gyrA,Thailand
Fluoroquinolone,Campylobacter coli,gyrA,United States
Fluoroquinolone,Campylobacter coli,gyrA,NA
Fluoroquinolone (Enrofloxacin),Campylobacter jejuni,gyrA,Thailand
Fluoroquinolone,Campylobacter jejuni,gyrA,United States
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,NA
Fluoroquinolone (Enrofloxacin),Campylobacter jejuni,gyrA,Thailand
Fluoroquinolone,Campylobacter jejuni,gyrA,China
Fluoroquinolone,Campylobacter jejuni,gyrA,United States
Fluoroquinolone,Campylobacter jejuni,gyrA,NA
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lima in Peru
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Enrofloxacin),Campylobacter jejuni,gyrA,Thailand
Fluoroquinolone,Campylobacter jejuni,gyrA,United States
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Enrofloxacin),Campylobacter jejuni,gyrB,Thailand
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrB,Lithuania
Fluoroquinolone,Campylobacter jejuni,gyrB,United States
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Beijing in  China
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Beijing in  China
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Beijing in  China
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Beijing in  China
Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Beijing in  China
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Senegal
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Senegal
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Senegal
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Senegal
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter jejuni,gyrA,Senegal
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Campylobacter sps.,gyrA,NA
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Citrobacter freundii,gyrA,Argentina
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,China
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,China
Fluoroquinolone,Clostridium difficile,gyrA,NA
Fluoroquinolone (Ciprofloxacin  /  Moxifloxacin),Clostridium difficile,gyrA,France
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,China
Fluoroquinolone (Ciprofloxacin  /  Moxifloxacin),Clostridium difficile,gyrA,France
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,Pittsburgh in United States
Fluoroquinolone,Clostridium difficile,gyrA,Shanghai in  China
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,China
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,Brazil
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,China
Fluoroquinolone (Moxifloxacin),Clostridium difficile,gyrA,Pittsburgh in United States
Fluoroquinolone,Clostridium difficile,gyrA,Shanghai in  China
Fluoroquinolone,Corynebacterium striatum,gyrA,Sousse in Tunisia
Fluoroquinolone,Corynebacterium striatum,gyrA,Sousse in Tunisia
Fluoroquinolone,Corynebacterium striatum,gyrA,Sousse in Tunisia
Fluoroquinolone,Corynebacterium striatum,gyrA,Sousse in Tunisia
Fluoroquinolone,Corynebacterium striatum,gyrA,Sousse in Tunisia
Fluoroquinolone (Levofloxacin),Coxiella burnetii,gyrA,NA
Fluoroquinolone (Levofloxacin),Coxiella burnetii,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Levofloxacin),Cutibacterium acnes,gyrA,NA
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Enterobacter aerogenes,gyrA,Argentina
Fluoroquinolone (Ciprofloxacin  /  Levofloxacin),Enterobacter cloacae,gyrB,NA
Fluoroquinolone (Ciprofloxacin  /  Levofloxacin),Enterobacter cloacae,gyrB,NA
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Enterobacter cloacae,gyrB,Argentina
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Enterobacter cloacae,gyrB,Argentina
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Enterobacter cloacae,gyrB,Argentina
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Enterobacter cloacae,gyrB,Argentina
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Enterobacter cloacae,gyrB,Argentina
Fluoroquinolone,Enterococcus faecalis,gyrB,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecalis,gyrB,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecalis,gyrB,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecalis,gyrA,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecalis,gyrA,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecium,gyrA,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecium,gyrA,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecium,gyrA,Gyeonggi Province in  Korea
Fluoroquinolone,Enterococcus faecium,gyrA,Gyeonggi Province in  Korea
Fluoroquinolone (Levofloxacin),Enterococcus faecium,gyrA,Japan
Fluoroquinolone (Levofloxacin),Enterococcus faecium,gyrA,Japan
Fluoroquinolone (Levofloxacin),Enterococcus faecium,gyrA,Japan
Fluoroquinolone,Enterococcus faecium,gyrB,Gyeonggi Province in  Korea
Fluoroquinolone (Levofloxacin),Enterococcus faecium,gyrB,Japan
Fluoroquinolone (Levofloxacin),Enterococcus faecium,gyrA,Japan
Fluoroquinolone (Levofloxacin),Enterococcus faecium,gyrA,Japan
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Escherichia coli,gyrA,Argentina
Fluoroquinolone,Escherichia coli,gyrA,Korea
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Escherichia coli,gyrA,Argentina
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Nalidixic Acid /  Fluoroquinolone (Ciprofloxacin) /  Triclosan,Escherichia coli,gyrA,NA
Fluoroquinolone,Escherichia coli,gyrA,Korea
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrB,NA
Fluoroquinolone,Escherichia coli,gyrB,Korea
Fluoroquinolone,Escherichia coli,gyrB,Mangalore in  India
Nalidixic Acid /  Fluoroquinolone (Ciprofloxacin) /  Triclosan,Escherichia coli,gyrB,NA
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Escherichia coli,gyrB,Argentina
Fluoroquinolone,Escherichia coli,gyrA,Mangalore in  India
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone,Escherichia coli,gyrA,Korea
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Escherichia coli,gyrA,Argentina
Fluoroquinolone,Escherichia coli,gyrA,Mangalore in  India
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone,Escherichia coli,gyrA,Korea
Fluoroquinolone (Ciprofloxacin /  Levofloxacin) /  Nalidixic Acid,Escherichia coli,gyrA,Argentina
Fluoroquinolone,Escherichia coli,gyrA,China
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone,Escherichia coli,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone,Escherichia coli,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,Barcelona in  Spain
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,Seoul in  South Korea
Fluoroquinolone,Escherichia coli,gyrA,China
Nalidixic Acid  /  Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrA,Korea
Fluoroquinolone (Moxifloxacin),Escherichia coli,gyrA,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrB,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrB,NA
Fluoroquinolone (Ciprofloxacin),Escherichia coli,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella novicida,gyrB,NA
Fluoroquinolone,Francisella tularensis,gyrB,NA
Fluoroquinolone,Francisella tularensis,gyrB,NA
Fluoroquinolone,Francisella tularensis,gyrB,NA
Fluoroquinolone (Tosufloxacin /  Levofloxacin),Haemophilus influenzae,gyrB,Tokyo in Japan
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone,Helicobacter pylori,gyrB,France
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone,Helicobacter pylori,gyrB,France
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Kathmandu in  Nepal
Fluoroquinolone,Helicobacter pylori,gyrA,France
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone,Helicobacter pylori,gyrA,France
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone,Helicobacter pylori,gyrA,France
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Venezuela
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Venezuela
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Dominican Republic
Fluoroquinolone,Helicobacter pylori,gyrB,France
Fluoroquinolone,Helicobacter pylori,gyrB,France
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrB,Indonesia
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Kathmandu in  Nepal
Fluoroquinolone (Levofloxacin),Helicobacter pylori,gyrA,Dominican Republic
