ANTIBIOTIC,ORGANISM,GENE,LOCATION
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kingdom
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Turkey
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Diverse geographical locations
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,France
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kingdom
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Colorado in United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Yemen
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Portugal
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kingdom
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Diverse geographical locations
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Portugal
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Yemen
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Canada
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Myanmar
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Scotland
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Diverse geographical locations
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,France
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kingdom
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Turkey
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Canada
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Peru
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Scotland
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Myanmar
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Diverse geographical locations
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Canada
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Peru
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Pakistan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kingdom
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Turkey
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kindom and Turkey
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United Kingdom
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Azerbaijan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Diverse geographical locations
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Canada
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Yemen
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Peru
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Myanmar
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Yemen
Pyrazinamide,Mycobacterium tuberculosis ,pncA,France
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand and Tanzania and United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Diverse geographical locations
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Canada
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,India
Pyrazinamide,Mycobacterium tuberculosis ,pncA,United States
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Georgia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Brazil
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Taiwan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Africa
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Turkey
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Thailand
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Canada
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,France
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Bangladesh
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Russia
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,China
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Japan
Pyrazinamide,Mycobacterium tuberculosis ,pncA,NA
Pyrazinamide,Mycobacterium tuberculosis ,pncA,South Korea
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Vietnam
Pyrazinamide,Mycobacterium tuberculosis ,pncA,Netherlands
